"P_inst (b0=1,b1=0,b2=1,b3=0) X","P_inst (b0=1,b1=0,b2=1,b3=0) Y"
1.060227443690626e-06,1.204252406880762e-05
1.060245762966e-06,1.611469376689695e-05
1.060264694611698e-06,1.998139181660839e-05
1.060285145483634e-06,2.174591318522446e-05
1.060302567683231e-06,2.414580255009227e-05
1.060310472169867e-06,3.432056056796396e-05
1.06031841355083e-06,5.672521390478603e-05
1.060327410691547e-06,8.755430604312449e-05
1.060336238106256e-06,0.0001074051059190593
1.06034864453008e-06,0.0001354501088961072
1.060352786337907e-06,0.0001974384403362631
1.060355813404421e-06,0.0002722484728295044
1.06035944292096e-06,0.0003766995281570576
1.060362594912206e-06,0.0004622400095898261
1.060365914323279e-06,0.0005355418946153119
1.060370088009567e-06,0.0006011706795225616
1.060373238442098e-06,0.0006383978490251266
1.060375461608705e-06,0.0006665537802406375
1.060377492683702e-06,0.0006926288389240256
1.0603785082212e-06,0.000704546045428744
1.06038039727895e-06,0.0007237013556672591
1.060382376841768e-06,0.0007397692198929102
1.06038542141723e-06,0.0007569454397494331
1.060389435590348e-06,0.0007679731041448285
1.060396530358408e-06,0.000764298718855129
1.060405159957814e-06,0.0007363817397905277
1.060414316919881e-06,0.0006950058076020401
1.060424560862831e-06,0.0006458847260787348
1.06043665049301e-06,0.0005903304993258667
